tweet_id,likes,user_likes,date_time,retweets
839290600511926273,0,146140,2017-03-08 01:44:07,143
839239871831150596,26997,146140,2017-03-07 22:22:32,6493
838952994649550848,19581,146140,2017-03-07 03:22:35,3983
838921590096166913,11111,146140,2017-03-07 01:17:48,2050
838916489579200512,0,146140,2017-03-07 00:57:32,35
838831947270979586,0,146140,2017-03-06 19:21:35,10947
838561493054533637,10913,146140,2017-03-06 01:26:54,1330
838476387338051585,22430,146140,2017-03-05 19:48:43,4756
838201503651401729,0,146140,2017-03-05 01:36:26,10010
838150277551247360,1668,146140,2017-03-04 22:12:52,331
838085839343206401,138,146140,2017-03-04 17:56:49,1
838083903487373313,17570,146140,2017-03-04 17:49:08,3125
837820167694528512,34009,146140,2017-03-04 00:21:08,7823
837482249356513284,3842,146140,2017-03-03 01:58:22,442
837471256429613056,12770,146140,2017-03-03 01:14:41,2266
837110210464448512,16033,146140,2017-03-02 01:20:01,2357
836989968035819520,12748,146140,2017-03-01 17:22:13,2291
836753516572119041,19292,146140,2017-03-01 01:42:39,4631
836677758902222849,12592,146140,2017-02-28 20:41:37,2222
836648853927522308,0,146140,2017-02-28 18:46:45,555
836397794269200385,0,146140,2017-02-28 02:09:08,27435
836380477523124226,14737,146140,2017-02-28 01:00:19,2988
836260088725786625,21293,146140,2017-02-27 17:01:56,4299
836001077879255040,19061,146140,2017-02-26 23:52:43,4246
835685285446955009,0,146140,2017-02-26 02:57:52,8118
835574547218894849,17778,146140,2017-02-25 19:37:50,3619
835536468978302976,0,146140,2017-02-25 17:06:32,1695
835309094223372289,0,146140,2017-02-25 02:03:02,20904
835297930240217089,16468,146140,2017-02-25 01:18:40,3011
835264098648616962,7734,146140,2017-02-24 23:04:14,1695
835246439529840640,2098,146140,2017-02-24 21:54:03,73
835172783151792128,26164,146140,2017-02-24 17:01:22,5762
835152434251116546,22397,146140,2017-02-24 15:40:31,3016
834931633769889797,10803,146140,2017-02-24 01:03:08,1645
834786237630337024,21362,146140,2017-02-23 15:25:23,5493
834574053763584002,13661,146140,2017-02-23 01:22:14,2539
834477809192075265,0,146140,2017-02-22 18:59:48,10645
834458053273591808,9598,146140,2017-02-22 17:41:18,1686
834209720923721728,20592,146140,2017-02-22 01:14:30,4755
834167344700198914,15837,146140,2017-02-21 22:26:07,3659
834089966724603904,10061,146140,2017-02-21 17:18:39,2141
834086379323871233,13080,146140,2017-02-21 17:04:24,2213
833863086058651648,13458,146140,2017-02-21 02:17:06,2415
833826103416520705,18084,146140,2017-02-20 23:50:09,3779
833732339549220864,0,146140,2017-02-20 17:37:34,221
833722901757046785,20830,146140,2017-02-20 17:00:04,3221
833479644947025920,14867,146140,2017-02-20 00:53:27,2058
833124694597443584,20235,146140,2017-02-19 01:23:00,4851
832998151111966721,13267,146140,2017-02-18 17:00:10,2206
832769181346996225,0,146140,2017-02-18 01:50:19,39
832757312314028032,16893,146140,2017-02-18 01:03:09,3628
832682457690300417,11896,146140,2017-02-17 20:05:43,2921
832645525019123713,2931,146140,2017-02-17 17:38:57,532
832636094638288896,15877,146140,2017-02-17 17:01:29,2792
832397543355072512,11985,146140,2017-02-17 01:13:34,2223
832369877331693569,17220,146140,2017-02-16 23:23:38,3199
832273440279240704,11370,146140,2017-02-16 17:00:25,2345
832215909146226688,0,146140,2017-02-16 13:11:49,6222
832215726631055365,0,146140,2017-02-16 13:11:05,9350
832088576586297345,62,146140,2017-02-16 04:45:50,2
832040443403784192,0,146140,2017-02-16 01:34:34,9651
832032802820481025,17913,146140,2017-02-16 01:04:13,4670
831939777352105988,24050,146140,2017-02-15 18:54:34,6155
831926988323639298,337,146140,2017-02-15 18:03:45,34
831911600680497154,27682,146140,2017-02-15 17:02:36,6530
831670449226514432,10473,146140,2017-02-15 01:04:21,1826
831650051525054464,7156,146140,2017-02-14 23:43:18,1934
831552930092285952,8996,146140,2017-02-14 17:17:22,2323
831322785565769729,9291,146140,2017-02-14 02:02:51,1557
831315979191906304,6556,146140,2017-02-14 01:35:49,1130
831309418084069378,11791,146140,2017-02-14 01:09:44,2475
831262627380748289,11940,146140,2017-02-13 22:03:49,2057
830956169170665475,7990,146140,2017-02-13 01:46:03,1506
830583320585068544,67044,146140,2017-02-12 01:04:29,16841
830173239259324417,0,146140,2017-02-10 21:54:58,5708
830097400375152640,9832,146140,2017-02-10 16:53:37,2961
829878982036299777,0,146140,2017-02-10 02:25:42,5039
829861396166877184,12278,146140,2017-02-10 01:15:49,1957
829501995190984704,31869,146140,2017-02-09 01:27:41,10645
829449946868879360,10506,146140,2017-02-08 22:00:52,2034
829141528400556032,24495,146140,2017-02-08 01:35:19,7377
829011960981237760,53331,146140,2017-02-07 17:00:28,16371
828801551087042563,0,146140,2017-02-07 03:04:22,3437
828770345708580865,25678,146140,2017-02-07 01:00:22,5895
828708714936930305,36650,146140,2017-02-06 20:55:28,11233
828650029636317184,9537,146141,2017-02-06 17:02:17,1359
828409743546925057,6373,146140,2017-02-06 01:07:28,1171
828408677031882754,7710,146140,2017-02-06 01:03:14,1301
828381636999917570,12634,146140,2017-02-05 23:15:47,2227
828376505180889089,7415,146140,2017-02-05 22:55:23,1078
828372645993398273,12615,146140,2017-02-05 22:40:03,2957
828361771580813312,2206,146140,2017-02-05 21:56:51,173
828046555563323392,11795,146140,2017-02-05 01:04:17,2886
828011680017821696,10397,146140,2017-02-04 22:45:42,2162
827933404142436356,20201,146140,2017-02-04 17:34:40,5286
827653905312006145,15573,146140,2017-02-03 23:04:02,3036
827600520311402496,7493,146140,2017-02-03 19:31:54,951
827324948884643840,15940,146140,2017-02-03 01:16:53,3073
827199976799354881,10628,146140,2017-02-02 17:00:17,2234
826958653328592898,21681,146140,2017-02-02 01:01:21,5039
826848821049180160,36555,146140,2017-02-01 17:44:55,10240
826615380357632002,0,146140,2017-02-01 02:17:19,4014
826598799820865537,5143,146140,2017-02-01 01:11:25,254
826598365270007810,10104,146140,2017-02-01 01:09:42,2363
826476773533745153,18515,146140,2017-01-31 17:06:32,4224
826240494070030336,13377,146140,2017-01-31 01:27:39,2627
826204788643753985,4906,146140,2017-01-30 23:05:46,932
826115272272650244,15748,146140,2017-01-30 17:10:04,3155
825876512159186944,10550,146140,2017-01-30 01:21:19,1888
825829644528148480,12817,146140,2017-01-29 22:15:05,2512
825535076884762624,57199,146140,2017-01-29 02:44:34,17673
825147591692263424,18434,146140,2017-01-28 01:04:51,4588
825120256414846976,0,146140,2017-01-27 23:16:13,1270
825026590719483904,6347,146140,2017-01-27 17:04:02,1270
824796380199809024,0,146140,2017-01-27 01:49:15,5542
824775126675836928,15016,146140,2017-01-27 00:24:48,3552
824663926340194305,10592,146140,2017-01-26 17:02:56,1788
824325613288833024,11917,146140,2017-01-25 18:38:36,10603
824297048279236611,15168,146140,2017-01-25 16:45:05,3901
824025158776213504,4867,146140,2017-01-24 22:44:42,603
823939628516474880,10705,146140,2017-01-24 17:04:50,2733
823719002937630720,0,146140,2017-01-24 02:28:08,11304
823699002998870016,14090,146140,2017-01-24 01:08:40,2546
823581115634085888,13134,146140,2017-01-23 17:20:14,2647
823333489516937216,707,146140,2017-01-23 00:56:15,25
823322678127919110,15859,146140,2017-01-23 00:13:17,4074
823269594223824897,0,146140,2017-01-22 20:42:21,9984
822975315408461824,17445,146140,2017-01-22 01:12:59,3482
822872901745569793,132633,146140,2017-01-21 18:26:02,43652
822859134160621569,13381,146140,2017-01-21 17:31:20,2306
822647212903690241,0,146140,2017-01-21 03:29:14,6475
822610361945911296,14943,146140,2017-01-21 01:02:48,2993
822489057087389700,18309,146140,2017-01-20 17:00:46,6475
822462944365645825,28273,146140,2017-01-20 15:17:01,14466
822244816520155136,35252,146140,2017-01-20 00:50:15,9984
822163064745328640,0,146140,2017-01-19 19:25:24,4831
821886076407029760,11414,146140,2017-01-19 01:04:45,2339
821813639212650496,0,146140,2017-01-18 20:16:54,3391
821765923262631936,8489,146140,2017-01-18 17:07:18,1677
821522889702862852,8099,146140,2017-01-18 01:01:34,1785
821421320206483457,0,146140,2017-01-17 18:17:58,5653
821407182352777218,11890,146140,2017-01-17 17:21:47,4383
821153421864615936,259,146140,2017-01-17 00:33:26,10
821149554670182400,8733,146140,2017-01-17 00:18:04,2017
821107785811234820,9690,146140,2017-01-16 21:32:06,2162
821044531881721856,12783,146140,2017-01-16 17:20:45,2310
820837357901512704,0,146140,2017-01-16 03:37:31,6809
820749716845686786,31858,146140,2017-01-15 21:49:15,10010
820690176645140481,12328,146140,2017-01-15 17:52:40,3270
820494788566847489,0,146140,2017-01-15 04:56:16,569
820446719150292993,0,146140,2017-01-15 01:45:15,2597
820314633777061888,3379,146140,2017-01-14 17:00:24,569
820078625395449857,20007,146140,2017-01-14 01:22:35,6372
820013781606658049,0,146140,2017-01-13 21:04:55,1189
819952236453363712,5387,146140,2017-01-13 17:00:21,1189
